NAMA DEBITUR,EVENT TIME,STATUS UPSELLING,JENIS KELAMIN,USIA,STATUS PERNIKAHAN,JUMLAH TANGGUNGAN,STATUS TEMPAT TINGGAL,PENDIDIKAN,WILAYAH,JENIS PEKERJAAN,LAMA BEKERJA, PENGHASILAN ,DBR,JK WAKTU KREDIT/ BLN,LIMIT KREDIT,KUALITAS KREDIT
A131549,96,NEW,LAKI LAKI,31,MENIKAH,0,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,5,3065553,16%,96,20000000,LANCAR
A132898,48,NEW,LAKI LAKI,44,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,20,4534000,41%,48,40000000,LANCAR
A219214,24,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Surabaya,Pegawai swasta,1,3122955,16%,24,10000000,LANCAR
A203907,96,NEW,LAKI LAKI,33,MENIKAH,1,Milik Orang Tua,S1,Surabaya,Pegawai swasta,8,3236868,60%,96,75000000,LANCAR
A194544,36,NEW,LAKI LAKI,49,MENIKAH,3,Milik Sendiri,DIPLOMA,Semarang,Pegawai swasta,24,5700000,20%,36,30000000,LANCAR
A242127,36,NEW,LAKI LAKI,49,MENIKAH,2,Milik Sendiri,S1,Denpasar,Pegawai BUMN,17,7657098,11%,36,25000000,LANCAR
A188705,36,NEW,LAKI LAKI,46,MENIKAH,2,Milik Orang Tua,DIPLOMA,Semarang,Pegawai swasta,16,11828357,17%,36,35000000,LANCAR
A185817,60,NEW,LAKI LAKI,34,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,9,2965298,34%,60,40000000,LANCAR
A118372,48,NEW,LAKI LAKI,31,MENIKAH,1,Milik Orang Tua,S1,Balikpapan,Pegawai swasta,1,5729798,38%,48,75000000,LANCAR
A74026,24,NEW,LAKI LAKI,33,MENIKAH,2,Sewa,SMA,Jakarta 4,Pegawai swasta,4,3206700,24%,24,12500000,LANCAR
A320432,6,TOP,LAKI LAKI,46,MENIKAH,4,Milik Sendiri,S2/S3,Surabaya,PNS,24,38841884,27%,96,606300000,LANCAR
A94440,24,NEW,LAKI LAKI,33,MENIKAH,3,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,8,3300000,23%,24,15000000,LANCAR
A82913,84,NEW,PEREMPUAN,32,MENIKAH,0,Milik Sendiri,S1,Jakarta 4,PNS,4,3218958,60%,84,50000000,LANCAR
A113946,36,NEW,LAKI LAKI,39,MENIKAH,2,Rumah Dinas,DIPLOMA,Balikpapan,Pegawai swasta,13,4982431,40%,36,40000000,LANCAR
A42744,24,NEW,LAKI LAKI,28,MENIKAH,2,Rumah Dinas,S1,Palembang,Pegawai swasta,2,5119756,12%,24,12000000,LANCAR
A196169,96,NEW,LAKI LAKI,43,MENIKAH,3,Sewa,S1,Semarang,PNS,5,15831362,41%,96,350000000,LANCAR
A283109,17,TOP,LAKI LAKI,32,TIDAK MENIKAH,0,Sewa,S1,Jakarta 3,Pegawai swasta,8,5000000,26%,84,132100000,LANCAR
A245327,36,NEW,PEREMPUAN,28,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jayapura,Pegawai BUMN,2,7366505,11%,36,22000000,LANCAR
A13114,36,NEW,LAKI LAKI,48,MENIKAH,3,Milik Sendiri,S1,Medan,Pegawai swasta,13,9064910,40%,36,100000000,LANCAR
A12163,84,NEW,LAKI LAKI,48,MENIKAH,3,Milik Sendiri,SMA,Medan,Pegawai swasta,18,5434030,38%,84,100000000,LANCAR
A146737,96,NEW,LAKI LAKI,35,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,12,3500000,55%,96,100000000,LANCAR
A36725,24,NEW,PEREMPUAN,58,MENIKAH,1,Milik Sendiri,DIPLOMA,Palembang,PNS,23,6798452,46%,24,40000000,LANCAR
A25234,36,NEW,LAKI LAKI,40,MENIKAH,1,Milik Sendiri,SMA,Medan,Pegawai swasta,12,3026793,31%,36,24000000,LANCAR
A159461,60,NEW,PEREMPUAN,44,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,19,3300310,39%,60,38000000,LANCAR
A12568,48,NEW,PEREMPUAN,33,TIDAK MENIKAH,0,Sewa,DIPLOMA,Medan,Pegawai swasta,4,6406549,34%,48,55000000,LANCAR
A196636,60,NEW,LAKI LAKI,35,MENIKAH,2,Milik Orang Tua,DIPLOMA,Semarang,Pegawai swasta,6,2844641,33%,60,25000000,LANCAR
A145644,12,NEW,PEREMPUAN,25,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 5,Pegawai swasta,3,3500000,53%,12,11000000,LANCAR
A127467,60,NEW,LAKI LAKI,44,MENIKAH,2,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,4,11021351,37%,60,113000000,LANCAR
A327400,10,TOP,PEREMPUAN,44,MENIKAH,0,Rumah Dinas,SMA,Medan,Pegawai BUMN,17,3363397,60%,96,89500000,LANCAR
A156563,36,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,2,8500000,13%,36,30000000,LANCAR
A108717,24,NEW,LAKI LAKI,30,MENIKAH,2,Milik Sendiri,SMP,Balikpapan,Pegawai swasta,5,6851420,60%,24,30000000,LANCAR
A164084,36,NEW,PEREMPUAN,30,TIDAK MENIKAH,0,Milik Orang Tua,S1,Bandung,Pegawai BUMN,2,3399105,10%,36,10000000,LANCAR
A298410,8,TOP,LAKI LAKI,45,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,11,5701916,22%,84,79000000,LANCAR
A172054,120,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Sewa,SMA,Bandung,Pegawai swasta,5,6487393,55%,120,200000000,LANCAR
A117224,54,NEW,LAKI LAKI,34,MENIKAH,2,Milik Sendiri,DIPLOMA,Balikpapan,Pegawai swasta,1,12067182,21%,54,100000000,LANCAR
A83769,96,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Sewa,DIPLOMA,Jakarta 4,Pegawai swasta,6,4719433,60%,96,91000000,LANCAR
A330488,12,TOP,LAKI LAKI,40,MENIKAH,1,Milik Sendiri,SMA,Palembang,Pegawai swasta,10,3186908,60%,96,95000000,LANCAR
A62219,96,NEW,PEREMPUAN,33,MENIKAH,1,Milik Orang Tua,DIPLOMA,Jakarta 3,PNS,6,8527231,28%,96,125000000,LANCAR
A284394,7,TOP,PEREMPUAN,25,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Jakarta 3,Pegawai swasta,2,5899292,60%,120,182500000,LANCAR
A88467,96,NEW,LAKI LAKI,36,MENIKAH,1,Milik Orang Tua,S1,Jakarta 4,PNS,5,5700000,34%,96,70000000,LANCAR
A114588,18,NEW,LAKI LAKI,31,MENIKAH,2,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,5,4764135,20%,18,15000000,LANCAR
A234639,36,NEW,PEREMPUAN,37,MENIKAH,2,Milik Orang Tua,S1,Makassar,PNS,10,5482275,33%,36,50000000,LANCAR
A37693,60,NEW,LAKI LAKI,35,MENIKAH,1,Milik Orang Tua,DIPLOMA,Palembang,Pegawai BUMN,8,2676333,48%,60,50000000,LANCAR
A189282,96,NEW,LAKI LAKI,29,MENIKAH,1,Milik Sendiri,DIPLOMA,Semarang,Pegawai BUMN,3,7906432,27%,96,110000000,LANCAR
A233808,48,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Milik Sendiri,SMA,Makassar,Pegawai swasta,4,5158712,49%,48,75000000,LANCAR
A100508,24,NEW,PEREMPUAN,27,MENIKAH,1,Sewa,SMA,Jakarta 4,Pegawai swasta,7,4000000,30%,24,23000000,LANCAR
A296500,12,TOP,LAKI LAKI,28,MENIKAH,1,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,4,8891440,38%,72,179000000,LANCAR
A266509,72,NEW,PEREMPUAN,37,MENIKAH,1,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,3,2926600,48%,72,50000000,LANCAR
A300335,10,TOP,LAKI LAKI,46,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,1,3764258,31%,60,39000000,LANCAR
A254240,36,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,2,2637777,42%,36,30000000,MACET
A248782,18,NEW,LAKI LAKI,39,MENIKAH,1,Sewa,SMA,Medan,Pegawai swasta,3,5297307,60%,18,19000000,MACET
A265189,30,NEW,LAKI LAKI,40,MENIKAH,3,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,6,7537585,27%,30,50000000,LANCAR
A151053,60,NEW,LAKI LAKI,38,MENIKAH,1,Sewa,SMA,Jakarta 5,Pegawai swasta,16,6500000,28%,60,70000000,LANCAR
A210994,60,NEW,LAKI LAKI,35,MENIKAH,1,Milik Sendiri,S1,Surabaya,Pegawai swasta,10,4513930,45%,60,80000000,LANCAR
A286030,7,TOP,PEREMPUAN,31,MENIKAH,1,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,4,10046233,35%,120,204300000,LANCAR
A276828,9,TOP,LAKI LAKI,32,MENIKAH,1,Rumah Dinas,DIPLOMA,Medan,Pegawai swasta,8,3081220,49%,60,64100000,LANCAR
A87984,12,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,2,5310000,34%,12,20000000,LANCAR
A151949,48,NEW,LAKI LAKI,36,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,4,3750000,23%,48,30000000,LANCAR
A247380,96,NEW,LAKI LAKI,40,MENIKAH,3,Rumah Dinas,S1,Jayapura,Pegawai swasta,10,15852295,31%,96,250000000,LANCAR
A186487,48,NEW,LAKI LAKI,56,MENIKAH,2,Milik Sendiri,SMP,Semarang,Pegawai BUMN,10,4503047,33%,48,50000000,LANCAR
A172527,60,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Sewa,SMA,Bandung,Pegawai swasta,2,3154720,60%,60,65000000,LANCAR
A237820,36,NEW,PEREMPUAN,31,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Denpasar,Pegawai swasta,6,3445484,33%,36,25000000,LANCAR
A235180,30,NEW,LAKI LAKI,35,MENIKAH,3,Milik Sendiri,DIPLOMA,Makassar,Pegawai swasta,12,10624000,53%,30,85000000,LANCAR
A80319,24,NEW,LAKI LAKI,56,MENIKAH,3,Milik Sendiri,S1,Jakarta 4,PNS,25,5197394,24%,24,25000000,LANCAR
A89546,24,NEW,PEREMPUAN,53,MENIKAH,3,Milik Sendiri,DIPLOMA,Jakarta 4,PNS,10,8059388,30%,24,50000000,LANCAR
A231477,84,NEW,LAKI LAKI,42,MENIKAH,3,Milik Orang Tua,SMA,Makassar,Pegawai swasta,11,7958823,51%,84,197000000,LANCAR
A295266,12,TOP,LAKI LAKI,54,MENIKAH,2,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,9,10292050,25%,24,95000000,LANCAR
A299690,16,TOP,LAKI LAKI,34,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,11,5479306,55%,120,220500000,LANCAR
A92444,60,NEW,LAKI LAKI,25,MENIKAH,0,Sewa,SMA,Jakarta 4,Pegawai swasta,4,4300532,60%,60,65000000,LANCAR
A234237,120,NEW,LAKI LAKI,46,MENIKAH,4,Milik Orang Tua,S1,Makassar,Pegawai BUMN,22,9843530,20%,120,120000000,LANCAR
A63238,12,NEW,LAKI LAKI,32,MENIKAH,2,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,3,6000000,23%,12,15000000,LANCAR
A175141,120,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Rumah Dinas,DIPLOMA,Bandung,Pegawai BUMN,2,8684456,19%,120,100000000,LANCAR
A174757,36,NEW,LAKI LAKI,26,MENIKAH,1,Milik Orang Tua,S1,Bandung,Pegawai swasta,1,2760567,27%,36,20000000,LANCAR
A184199,36,NEW,LAKI LAKI,39,MENIKAH,2,Milik Sendiri,S1,Bandung,Pegawai swasta,16,3590207,60%,36,46000000,LANCAR
A37695,60,NEW,LAKI LAKI,49,MENIKAH,3,Milik Sendiri,DIPLOMA,Palembang,Pegawai BUMN,3,3847196,13%,60,20000000,LANCAR
A181604,36,NEW,LAKI LAKI,30,MENIKAH,1,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,2,3027498,42%,36,30000000,LANCAR
A66355,36,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 3,Pegawai BUMN,2,3885888,23%,36,25000000,LANCAR
A330630,11,TOP,LAKI LAKI,30,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Surabaya,Pegawai swasta,3,4161778,48%,96,107000000,LANCAR
A76,24,NEW,PEREMPUAN,35,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Medan,Pegawai swasta,2,2673504,29%,24,15000000,LANCAR
A149874,60,NEW,LAKI LAKI,41,CERAI,1,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,2,25394076,19%,60,200000000,LANCAR
A44995,60,NEW,LAKI LAKI,48,MENIKAH,5,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,17,14047650,29%,60,126000000,LANCAR
A151503,60,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 5,Pegawai swasta,3,5000000,22%,60,40000000,LANCAR
A183985,120,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Orang Tua,S2/S3,Bandung,Pegawai swasta,2,5274170,34%,120,100000000,LANCAR
A194428,36,NEW,LAKI LAKI,43,MENIKAH,3,Milik Sendiri,SMA,Semarang,Pegawai swasta,19,11868608,30%,36,100000000,LANCAR
A100536,96,NEW,LAKI LAKI,33,MENIKAH,1,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,11,4731293,59%,96,127000000,LANCAR
A62448,60,NEW,LAKI LAKI,25,MENIKAH,1,Sewa,SMA,Jakarta 3,Pegawai swasta,7,4578412,28%,60,50000000,LANCAR
A300061,8,TOP,PEREMPUAN,38,CERAI,1,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,1,10402399,16%,24,50000000,LANCAR
A236018,24,NEW,LAKI LAKI,35,MENIKAH,1,Rumah Dinas,DIPLOMA,Makassar,Pegawai swasta,2,11342268,27%,24,50000000,LANCAR
A52271,48,NEW,LAKI LAKI,43,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,4,4126503,23%,48,22000000,LANCAR
A124661,60,NEW,PEREMPUAN,29,TIDAK MENIKAH,0,Milik Orang Tua,S1,Balikpapan,Pegawai swasta,3,4913665,59%,60,90000000,LANCAR
A244695,96,NEW,PEREMPUAN,45,MENIKAH,2,Milik Sendiri,S1,Jayapura,Pegawai swasta,7,11381429,43%,96,250000000,LANCAR
A117868,48,NEW,LAKI LAKI,35,MENIKAH,1,Rumah Dinas,DIPLOMA,Balikpapan,Pegawai swasta,4,6245168,37%,48,80000000,LANCAR
A238374,36,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Denpasar,Pegawai swasta,3,4079602,28%,36,30000000,LANCAR
A306746,7,TOP,PEREMPUAN,25,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Bandung,Pegawai swasta,3,2949940,44%,72,81000000,LANCAR
A47131,60,NEW,LAKI LAKI,54,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,18,4523700,17%,60,22000000,LANCAR
A138992,96,NEW,LAKI LAKI,34,MENIKAH,3,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,10,3722881,48%,96,65000000,LANCAR
A66506,24,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 3,Pegawai swasta,1,4624008,32%,24,30000000,LANCAR
A1612,96,NEW,LAKI LAKI,49,MENIKAH,3,Rumah Dinas,SMA,Medan,Pegawai BUMN,24,8619382,26%,96,120000000,LANCAR
A166377,36,NEW,LAKI LAKI,38,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,14,2994532,40%,36,20000000,LANCAR
A287557,26,TOP,LAKI LAKI,42,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,9,3500000,46%,72,75000000,LANCAR
A288210,6,TOP,PEREMPUAN,55,MENIKAH,0,Milik Sendiri,S2/S3,Jakarta 4,PNS,25,8881233,40%,36,150000000,LANCAR
A311401,6,TOP,LAKI LAKI,37,MENIKAH,2,Rumah Dinas,S1,Semarang,Pegawai swasta,9,4281000,22%,36,43449617,LANCAR
A256889,24,NEW,LAKI LAKI,36,MENIKAH,1,Milik Orang Tua,S1,Balikpapan,Pegawai swasta,3,2895200,35%,24,15000000,MACET
A255587,24,NEW,LAKI LAKI,41,MENIKAH,1,Sewa,SMA,Balikpapan,Pegawai swasta,4,5226104,36%,24,30000000,MACET
A136455,48,NEW,LAKI LAKI,44,MENIKAH,2,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,2,9727854,12%,48,33000000,LANCAR
A169517,36,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,5,2007420,36%,36,15000000,LANCAR
A68710,96,NEW,LAKI LAKI,37,MENIKAH,3,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,15,6176262,60%,96,101000000,LANCAR
A82000,36,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 4,Pegawai swasta,3,3722987,30%,36,29500000,LANCAR
A42535,48,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Rumah Dinas,S1,Palembang,Pegawai swasta,1,5340000,54%,48,101000000,LANCAR
A75856,36,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Sewa,DIPLOMA,Jakarta 4,Pegawai swasta,4,4143950,32%,36,11500000,LANCAR
A300232,12,TOP,PEREMPUAN,28,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Jakarta 5,Pegawai swasta,5,5000000,41%,60,85000000,LANCAR
A67166,60,NEW,PEREMPUAN,25,TIDAK MENIKAH,0,Sewa,S1,Jakarta 3,Pegawai swasta,1,7100000,57%,60,118000000,LANCAR
A130104,36,NEW,LAKI LAKI,36,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Jakarta 5,Pegawai swasta,3,4300000,34%,36,35000000,LANCAR
A258481,60,NEW,LAKI LAKI,37,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,6,4954913,27%,60,23000000,MACET
A328921,13,TOP,LAKI LAKI,28,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,6,6000000,29%,120,104000000,LANCAR
A36167,108,NEW,LAKI LAKI,47,MENIKAH,2,Milik Sendiri,S1,Palembang,Pegawai swasta,16,11957222,51%,108,412000000,LANCAR
A103875,36,NEW,LAKI LAKI,38,MENIKAH,4,Sewa,SMA,Balikpapan,Pegawai swasta,11,9564101,25%,36,80000000,LANCAR
A196454,24,NEW,LAKI LAKI,33,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Semarang,Pegawai swasta,7,2672318,29%,24,15000000,LANCAR
A215153,120,NEW,PEREMPUAN,28,MENIKAH,1,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,2,2928526,25%,120,80200000,LANCAR
A252702,48,NEW,LAKI LAKI,52,MENIKAH,3,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,11,14606573,30%,48,144000000,MACET
A7191,60,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Sewa,SMA,Medan,Pegawai swasta,8,4313254,27%,60,45000000,LANCAR
A206039,36,NEW,LAKI LAKI,42,MENIKAH,2,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,12,2537005,24%,36,17000000,LANCAR
A175686,78,NEW,LAKI LAKI,32,MENIKAH,2,Milik Orang Tua,SMA,Bandung,Pegawai swasta,4,2104403,43%,78,45300000,LANCAR
A21865,72,NEW,LAKI LAKI,45,MENIKAH,4,Milik Orang Tua,SMA,Medan,Pegawai swasta,14,3872302,60%,72,66000000,LANCAR
A118618,24,NEW,LAKI LAKI,52,MENIKAH,3,Rumah Dinas,S1,Balikpapan,Pegawai swasta,2,27220000,9%,24,35000000,LANCAR
A130418,60,NEW,LAKI LAKI,54,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai BUMN,25,4868603,37%,60,70000000,LANCAR
A235776,120,NEW,LAKI LAKI,26,MENIKAH,1,Milik Orang Tua,S1,Makassar,Pegawai BUMN,2,6637240,53%,120,200000000,LANCAR
A200287,48,NEW,PEREMPUAN,34,MENIKAH,1,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,2,2500000,37%,48,17500000,LANCAR
A130511,96,NEW,PEREMPUAN,49,MENIKAH,3,Milik Sendiri,DIPLOMA,Jakarta 5,PNS,25,3489680,53%,96,100000000,LANCAR
A170866,72,NEW,LAKI LAKI,32,MENIKAH,1,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,6,5388040,26%,72,60000000,LANCAR
A146926,60,NEW,PEREMPUAN,43,MENIKAH,2,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,19,3579982,53%,60,50000000,LANCAR
A72045,36,NEW,LAKI LAKI,31,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,2,2659848,21%,36,15000000,LANCAR
A55371,96,NEW,LAKI LAKI,32,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 3,Pegawai BUMN,8,4984000,50%,96,102000000,LANCAR
A202385,24,NEW,LAKI LAKI,39,MENIKAH,0,Rumah Dinas,S1,Surabaya,PNS,14,11609381,26%,24,60000000,LANCAR
A92833,60,NEW,LAKI LAKI,41,MENIKAH,2,Milik Sendiri,S2/S3,Jakarta 4,PNS,21,12230183,31%,60,150000000,LANCAR
A21225,96,NEW,LAKI LAKI,34,MENIKAH,2,Milik Orang Tua,DIPLOMA,Medan,Pegawai swasta,3,3679000,42%,96,80000000,LANCAR
A233322,120,NEW,LAKI LAKI,34,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Makassar,Pegawai swasta,4,7216280,15%,120,60000000,LANCAR
A164031,24,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Sewa,SMA,Bandung,Pegawai swasta,2,3613167,18%,24,12500000,LANCAR
A314238,7,TOP,LAKI LAKI,55,MENIKAH,3,Milik Sendiri,S1,Surabaya,Pegawai BUMN,30,7285067,28%,72,86500000,LANCAR
A181912,96,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Rumah Dinas,S1,Bandung,Pegawai swasta,7,6346676,46%,96,150000000,LANCAR
A295024,16,TOP,LAKI LAKI,36,MENIKAH,3,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,3,3115155,42%,36,43000000,LANCAR
A171189,84,NEW,PEREMPUAN,27,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,4,3853484,40%,84,75000000,LANCAR
A158245,36,NEW,LAKI LAKI,22,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,2,2980000,37%,36,30000000,LANCAR
A58151,96,NEW,PEREMPUAN,31,MENIKAH,1,Sewa,SMA,Jakarta 3,Pegawai swasta,10,3114567,47%,96,50000000,LANCAR
A280867,6,TOP,LAKI LAKI,29,MENIKAH,2,Milik Sendiri,SMA,Palembang,Pegawai BUMN,9,4747091,43%,96,103400000,LANCAR
A285454,23,TOP,LAKI LAKI,35,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,4,8344748,29%,60,89300000,LANCAR
A20630,54,NEW,LAKI LAKI,51,MENIKAH,2,Rumah Dinas,DIPLOMA,Medan,Pegawai BUMN,25,4500117,31%,54,50000000,LANCAR
A155620,84,NEW,PEREMPUAN,31,TIDAK MENIKAH,0,Sewa,S1,Jakarta 5,Pegawai swasta,3,4696291,31%,84,82000000,LANCAR
A263250,36,NEW,LAKI LAKI,31,MENIKAH,1,Rumah Dinas,S1,Palembang,Pegawai swasta,5,16289282,7%,36,30000000,LANCAR
A114745,24,NEW,LAKI LAKI,34,MENIKAH,2,Sewa,SMA,Balikpapan,Pegawai swasta,9,7097274,36%,24,40000000,LANCAR
A116635,48,NEW,LAKI LAKI,33,MENIKAH,1,Milik Orang Tua,DIPLOMA,Balikpapan,Pegawai swasta,6,3197341,27%,48,30000000,LANCAR
A30877,30,NEW,LAKI LAKI,56,MENIKAH,2,Sewa,SMA,Palembang,Pegawai BUMN,25,6969607,41%,30,80000000,LANCAR
A313253,21,TOP,PEREMPUAN,51,MENIKAH,3,Milik Sendiri,S1,Semarang,PNS,26,9787791,42%,84,363100000,LANCAR
A116900,36,NEW,PEREMPUAN,27,MENIKAH,2,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,2,2895333,41%,36,20000000,LANCAR
A134294,12,NEW,LAKI LAKI,57,MENIKAH,1,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,18,4601865,60%,12,17000000,LANCAR
A117343,24,NEW,LAKI LAKI,45,MENIKAH,4,Milik Sendiri,SMA,Balikpapan,Pegawai BUMN,22,9364723,42%,24,80000000,LANCAR
A298089,18,TOP,LAKI LAKI,28,TIDAK MENIKAH,0,Sewa,SMA,Balikpapan,Pegawai swasta,5,7088970,32%,30,80000000,LANCAR
A244536,96,NEW,LAKI LAKI,33,MENIKAH,1,Milik Sendiri,S1,Jayapura,Pegawai BUMN,5,15439734,44%,96,350000000,LANCAR
A44444,36,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 3,Pegawai swasta,1,7277500,19%,36,21800000,LANCAR
A1170,60,NEW,LAKI LAKI,36,MENIKAH,3,Milik Sendiri,DIPLOMA,Medan,Pegawai BUMN,9,6392663,32%,60,68000000,LANCAR
A246623,24,NEW,LAKI LAKI,39,MENIKAH,2,Rumah Dinas,DIPLOMA,Jayapura,Pegawai swasta,3,10073188,30%,24,50000000,LANCAR
A249130,36,NEW,LAKI LAKI,35,MENIKAH,2,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,2,4211044,45%,36,30000000,MACET
A149189,36,NEW,LAKI LAKI,37,MENIKAH,2,Sewa,S1,Jakarta 5,Pegawai swasta,2,3990200,19%,36,20000000,LANCAR
A188588,60,NEW,LAKI LAKI,49,MENIKAH,3,Milik Sendiri,DIPLOMA,Semarang,Pegawai BUMN,21,16539200,8%,60,50000000,LANCAR
A60164,60,NEW,LAKI LAKI,31,TIDAK MENIKAH,0,Sewa,S1,Jakarta 3,Pegawai swasta,1,6000000,19%,60,50000000,LANCAR
A195405,60,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Rumah Dinas,SMA,Semarang,Pegawai BUMN,5,3375000,26%,60,25000000,LANCAR
A97479,36,NEW,LAKI LAKI,29,MENIKAH,3,Milik Orang Tua,DIPLOMA,Jakarta 4,Pegawai swasta,5,7564710,25%,36,50000000,LANCAR
A197353,120,NEW,PEREMPUAN,39,MENIKAH,2,Milik Sendiri,S1,Semarang,Pegawai BUMN,14,10060966,40%,120,250000000,LANCAR
A189267,60,NEW,LAKI LAKI,27,MENIKAH,0,Sewa,DIPLOMA,Semarang,Pegawai swasta,3,6071444,31%,60,75000000,LANCAR
A85255,36,NEW,LAKI LAKI,41,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,17,5327747,21%,36,30000000,LANCAR
A283909,7,TOP,PEREMPUAN,52,TIDAK MENIKAH,0,Milik Sendiri,S1,Jakarta 3,PNS,26,10700000,35%,60,155000000,LANCAR
