NAMA,T,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,class
A131765,72,NEW,PEREMPUAN,45,MENIKAH,1,Milik Sendiri,S1,Jakarta 5,Pegawai BUMN,7,24000000,0.140787792,72,150000000,LANCAR,1
A184771,60,NEW,PEREMPUAN,22,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,3,3121531,0.402402219,60,50000000,LANCAR,1
A249355,120,NEW,LAKI LAKI,43,MENIKAH,3,Milik Sendiri,S1,Jakarta 5,PNS,7,7374115,0.6,120,192000000,MACET,0
A188459,24,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Sewa,S1,Semarang,Pegawai swasta,2,4242758,0.237049815,24,20000000,LANCAR,1
A31330,36,NEW,LAKI LAKI,45,MENIKAH,2,Rumah Dinas,SMA,Palembang,Pegawai swasta,10,3269512,0.230462834,36,20000000,LANCAR,1
A182652,48,NEW,PEREMPUAN,28,TIDAK MENIKAH,0,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,3,4757400,0.312863749,48,36000000,LANCAR,1
A86435,48,NEW,LAKI LAKI,31,MENIKAH,2,Sewa,SMA,Jakarta 4,Pegawai swasta,9,3500000,0.231886,48,20000000,LANCAR,1
A249744,36,NEW,LAKI LAKI,48,MENIKAH,3,Milik Sendiri,SMA,Medan,Pegawai swasta,17,2228402,0.424908971,36,15000000,MACET,0
A251818,36,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Sendiri,SMA,Palembang,Pegawai swasta,3,2645560,0.427225994,36,20000000,MACET,0
A106188,36,NEW,PEREMPUAN,28,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,2,3900000,0.289808205,36,13500000,LANCAR,1
A127662,36,NEW,LAKI LAKI,50,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,14,2845073,0.397266432,36,20000000,LANCAR,1
A258981,60,NEW,LAKI LAKI,35,TIDAK MENIKAH,0,Sewa,DIPLOMA,Semarang,Pegawai swasta,2,3769407,0.430625295,60,25000000,MACET,0
A156589,60,NEW,PEREMPUAN,35,MENIKAH,0,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,1,19013468,0.284570495,60,165000000,LANCAR,1
A111177,36,NEW,LAKI LAKI,44,TIDAK MENIKAH,0,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,18,2770176,0.437092445,36,30000000,LANCAR,1
A260384,30,NEW,LAKI LAKI,51,MENIKAH,1,Rumah Dinas,SMA,Makassar,PNS,25,4341300,0.298042752,30,30000000,MACET,0
A248406,60,NEW,PEREMPUAN,36,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Jakarta 5,Pegawai swasta,4,11000000,0.200977727,60,88000000,MACET,0
A71204,24,NEW,PEREMPUAN,29,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,1,3000000,0.256928333,24,15000000,LANCAR,1
A152858,60,NEW,LAKI LAKI,47,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,8,7000000,0.258399857,60,32000000,LANCAR,1
A108843,36,NEW,LAKI LAKI,29,MENIKAH,1,Sewa,DIPLOMA,Balikpapan,Pegawai swasta,3,5213316,0.137732108,36,15000000,LANCAR,1
A248503,96,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Sewa,SMA,Bandung,Pegawai swasta,1,2504160,0.465334883,96,60000000,MACET,0
A225580,24,NEW,LAKI LAKI,32,MENIKAH,0,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,4,3449565,0.446888231,24,20000000,LANCAR,1
A59846,120,NEW,PEREMPUAN,33,MENIKAH,1,Milik Orang Tua,S1,Jakarta 3,Pegawai swasta,3,14967574,0.391710707,120,350000000,LANCAR,1
A57062,72,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,3,4168603,0.540374077,72,75000000,LANCAR,1
A220586,36,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Milik Orang Tua,S1,Surabaya,Pegawai swasta,3,3012263,0.424445342,36,32000000,LANCAR,1
A32260,36,NEW,LAKI LAKI,36,MENIKAH,2,Milik Sendiri,SMA,Palembang,Pegawai swasta,10,3315324,0.284098025,36,25000000,LANCAR,1
A118396,30,NEW,LAKI LAKI,46,MENIKAH,3,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,16,8012150,0.270123375,30,50000000,LANCAR,1
A163211,36,NEW,LAKI LAKI,30,MENIKAH,3,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,7,6000000,0.179510333,36,30000000,LANCAR,1
A256442,30,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Milik Orang Tua,SMP,Balikpapan,Pegawai swasta,2,3596733,0.41969782,30,25000000,MACET,0
A241563,120,NEW,PEREMPUAN,47,MENIKAH,2,Milik Sendiri,S1,Denpasar,Pegawai BUMN,17,16700398,0.341334799,120,305000000,LANCAR,1
A291026,9,TOP,PEREMPUAN,33,MENIKAH,2,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,7,9323286,0.290169796,60,89900000,LANCAR,1
A7136,36,NEW,LAKI LAKI,57,MENIKAH,1,Milik Sendiri,SMA,Medan,Pegawai swasta,10,30674116,0.234087039,36,200000000,LANCAR,1
A82352,36,NEW,LAKI LAKI,35,MENIKAH,1,Milik Sendiri,DIPLOMA,Jakarta 4,PNS,6,8077965,0.6,36,41500000,LANCAR,1
A116994,24,NEW,LAKI LAKI,31,MENIKAH,1,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,3499375,0.513948348,24,20000000,LANCAR,1
A118418,24,NEW,LAKI LAKI,31,MENIKAH,2,Milik Sendiri,SMP,Balikpapan,Pegawai swasta,6,6375685,0.531826149,24,37000000,LANCAR,1
A19317,36,NEW,PEREMPUAN,29,MENIKAH,4,Milik Sendiri,SD,Medan,Pegawai swasta,5,3130848,0.601675009,36,24500000,LANCAR,1
A250481,36,NEW,PEREMPUAN,42,CERAI,2,Milik Sendiri,SMA,Medan,Pegawai swasta,2,2992006,0.316465943,36,23500000,MACET,0
A205790,96,NEW,LAKI LAKI,32,MENIKAH,2,Rumah Dinas,S1,Surabaya,Pegawai BUMN,9,6732633,0.57692763,96,150000000,LANCAR,1
A252703,60,NEW,LAKI LAKI,30,MENIKAH,2,Milik Orang Tua,SMP,Jakarta 3,Pegawai swasta,4,2919420,0.239105028,60,26000000,MACET,0
A307008,19,TOP,LAKI LAKI,30,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,1,3234111,0.388394523,60,44000000,LANCAR,1
A156180,120,NEW,LAKI LAKI,46,MENIKAH,5,Sewa,SMA,Jakarta 5,Pegawai swasta,13,9329801,0.142268951,120,75000000,LANCAR,1
A259465,96,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,2,3363396.667,0.6,96,75000000,MACET,0
A242662,24,NEW,LAKI LAKI,36,TIDAK MENIKAH,0,Sewa,DIPLOMA,Jayapura,Pegawai swasta,5,7100770,0.180915732,24,21000000,LANCAR,1
A327612,15,TOP,LAKI LAKI,52,MENIKAH,3,Rumah Dinas,S1,Medan,Pegawai swasta,4,11201667,0.241511911,60,107000000,LANCAR,1
A257657,60,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,7,3973391,0.340431636,60,35500000,MACET,0
A23107,120,NEW,LAKI LAKI,31,CERAI,0,Rumah Dinas,S1,Medan,Pegawai BUMN,7,7112886,0.457955744,120,200000000,LANCAR,1
A256674,36,NEW,LAKI LAKI,47,MENIKAH,0,Milik Sendiri,SMP,Balikpapan,Pegawai swasta,8,3563236,0.264331916,36,20000000,MACET,0
A269638,72,NEW,LAKI LAKI,51,MENIKAH,3,Milik Sendiri,SMA,Makassar,Pegawai swasta,10,8032085,0.483590749,72,200000000,LANCAR,1
A158868,60,NEW,LAKI LAKI,51,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,20,3133370,0.411748054,60,50000000,LANCAR,1
A164266,60,NEW,PEREMPUAN,53,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai BUMN,25,5109097,0.374767204,60,75000000,LANCAR,1
A251594,36,NEW,LAKI LAKI,30,MENIKAH,2,Milik Orang Tua,SMA,Palembang,Pegawai swasta,2,3877080,0.242934631,36,25000000,MACET,0
A66103,120,NEW,LAKI LAKI,32,MENIKAH,2,Milik Orang Tua,S1,Jakarta 3,Pegawai BUMN,7,7500000,0.201015733,120,90000000,LANCAR,1
A208038,72,NEW,PEREMPUAN,47,MENIKAH,1,Milik Sendiri,SMA,Surabaya,Pegawai swasta,24,2561600,0.427815428,72,70900000,LANCAR,1
A36271,120,NEW,PEREMPUAN,40,MENIKAH,2,Milik Sendiri,S2/S3,Palembang,PNS,5,6100000,0.549223279,120,200000000,LANCAR,1
A55721,24,NEW,PEREMPUAN,38,MENIKAH,1,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,16,3816453,0.382073354,24,30000000,LANCAR,1
A259703,36,NEW,LAKI LAKI,28,MENIKAH,1,Milik Orang Tua,DIPLOMA,Surabaya,Pegawai swasta,5,2875133,0.301386753,36,15000000,MACET,0
A137850,48,NEW,LAKI LAKI,54,MENIKAH,1,Milik Sendiri,S1,Jakarta 5,Pegawai BUMN,10,12871975,0.339276296,48,150000000,LANCAR,1
A283626,6,TOP,LAKI LAKI,36,CERAI,2,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,13,2851460,0.566176625,120,125000000,LANCAR,1
A237598,96,NEW,LAKI LAKI,44,MENIKAH,2,Sewa,S2/S3,Denpasar,PNS,7,6113385,0.484936905,96,160000000,LANCAR,1
A34657,96,NEW,LAKI LAKI,31,MENIKAH,1,Sewa,SMA,Palembang,Pegawai BUMN,1,4024260,0.25323488,96,55000000,LANCAR,1
A138419,84,NEW,LAKI LAKI,52,MENIKAH,2,Milik Sendiri,S1,Jakarta 5,PNS,25,7433770,0.362447722,84,130000000,LANCAR,1
A91853,60,NEW,PEREMPUAN,44,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,12,3294600,0.430757907,60,40000000,LANCAR,1
A254832,36,NEW,LAKI LAKI,36,MENIKAH,4,Sewa,SMA,Balikpapan,Pegawai swasta,2,4307730,0.437295977,36,34000000,MACET,0
A322741,13,TOP,LAKI LAKI,35,TIDAK MENIKAH,0,Milik Sendiri,S1,Denpasar,PNS,4,8408700,0.215994625,120,321300000,LANCAR,1
A87087,36,NEW,LAKI LAKI,32,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,7,3844853,0.342959016,36,25000000,LANCAR,1
A248367,96,NEW,LAKI LAKI,32,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,9,4538428,0.40019011,96,90000000,MACET,0
A330216,16,TOP,LAKI LAKI,28,MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,5,3800355,0.531013024,120,94000000,LANCAR,1
A253744,36,NEW,LAKI LAKI,42,MENIKAH,3,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,1,3717563,0.485862109,36,30000000,MACET,0
A257727,36,NEW,PEREMPUAN,32,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 5,Pegawai swasta,7,5000000,0.146119,36,20000000,MACET,0
A105601,24,NEW,LAKI LAKI,39,MENIKAH,0,Milik Sendiri,S1,Balikpapan,Pegawai swasta,8,3422089,0.587795934,24,20000000,LANCAR,1
A213027,36,NEW,LAKI LAKI,46,MENIKAH,4,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,15,6476712,0.415744131,36,75000000,LANCAR,1
A293691,6,TOP,LAKI LAKI,35,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 4,Pegawai swasta,8,6751332,0.393208481,120,153900000,LANCAR,1
A191574,48,NEW,PEREMPUAN,41,MENIKAH,2,Milik Sendiri,S1,Semarang,Pegawai swasta,3,4656280,0.266012353,48,40000000,LANCAR,1
A280583,7,TOP,LAKI LAKI,29,MENIKAH,1,Rumah Dinas,SMA,Palembang,Pegawai swasta,3,5500000,0.295127636,60,57000000,LANCAR,1
A250895,60,NEW,LAKI LAKI,35,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,2,8167089,0.331248502,60,73000000,MACET,0
A250682,36,NEW,LAKI LAKI,44,MENIKAH,2,Milik Sendiri,S1,Medan,Pegawai swasta,3,6497837,0.110504619,36,19000000,MACET,0
A311635,18,TOP,LAKI LAKI,41,MENIKAH,2,Milik Sendiri,S1,Semarang,Pegawai swasta,6,3285172,0.564012782,120,226700000,LANCAR,1
A226410,36,NEW,LAKI LAKI,37,MENIKAH,2,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,6,3944500,0.455090125,36,50000000,LANCAR,1
A237474,96,NEW,LAKI LAKI,40,MENIKAH,2,Milik Orang Tua,SMA,Denpasar,Pegawai BUMN,13,5867448.333,0.6,96,150000000,LANCAR,1
A256267,24,NEW,LAKI LAKI,39,MENIKAH,1,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,4,4429269,0.42529659,24,25000000,MACET,0
A275502,21,TOP,LAKI LAKI,28,MENIKAH,1,Milik Orang Tua,SMA,Medan,Pegawai swasta,5,3659537,0.332665307,60,41000000,LANCAR,1
A293296,7,TOP,LAKI LAKI,23,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,3,3838609,0.403320838,102,88000000,LANCAR,1
A257390,60,NEW,LAKI LAKI,32,CERAI,1,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,8,3696726,0.365909727,60,29500000,MACET,0
A181283,60,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Milik Sendiri,SMA,Bandung,Pegawai swasta,4,6473736.667,0.6,60,100000000,LANCAR,1
A211241,36,NEW,LAKI LAKI,45,MENIKAH,2,Milik Sendiri,SMA,Surabaya,Pegawai swasta,19,3197512,0.342732725,36,30000000,LANCAR,1
A321830,29,TOP,LAKI LAKI,47,MENIKAH,3,Rumah Dinas,DIPLOMA,Makassar,Pegawai BUMN,16,6534910,0.571296315,96,221000000,LANCAR,1
A238047,60,NEW,LAKI LAKI,48,MENIKAH,1,Milik Sendiri,S1,Denpasar,Pegawai swasta,2,25931606,0.078244363,60,75000000,LANCAR,1
A196846,60,NEW,PEREMPUAN,43,MENIKAH,3,Milik Sendiri,SMA,Semarang,Pegawai swasta,15,32424076.67,0.3,60,400000000,LANCAR,1
A261293,36,NEW,PEREMPUAN,27,TIDAK MENIKAH,0,Milik Orang Tua,S1,Medan,Pegawai swasta,2,2880000,0.261632292,36,20000000,LANCAR,1
A250181,60,NEW,LAKI LAKI,44,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,17,5882523,0.229946912,60,50000000,MACET,0
A97883,36,NEW,PEREMPUAN,29,MENIKAH,1,Milik Orang Tua,DIPLOMA,Jakarta 4,Pegawai swasta,5,4604700,0.389841466,36,50000000,LANCAR,1
A254398,24,NEW,LAKI LAKI,35,MENIKAH,4,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,2921595,0.386861286,24,15000000,MACET,0
A260521,96,NEW,LAKI LAKI,36,MENIKAH,3,Milik Sendiri,SMA,Denpasar,Pegawai swasta,1,4451240,0.453365354,96,100000000,MACET,0
A255464,24,NEW,LAKI LAKI,26,MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,3627060,0.425019162,24,20000000,MACET,0
A277033,6,TOP,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Medan,Pegawai swasta,2,4338310,0.280616415,60,40600000,LANCAR,1
A52763,84,NEW,LAKI LAKI,26,MENIKAH,1,Sewa,SMA,Jakarta 3,Pegawai swasta,5,3334350,0.466188313,84,75000000,LANCAR,1
A236029,24,NEW,LAKI LAKI,27,MENIKAH,1,Milik Sendiri,SMA,Makassar,Pegawai swasta,4,2500000,0.3590208,24,15000000,LANCAR,1
A258250,36,NEW,LAKI LAKI,29,MENIKAH,2,Milik Orang Tua,SMA,Bandung,Pegawai swasta,1,2635999,0.35731311,36,15000000,MACET,0
A138804,36,NEW,LAKI LAKI,39,MENIKAH,2,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,4,9000000,0.099728,36,25000000,LANCAR,1
A250590,48,NEW,LAKI LAKI,36,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,2,6095445,0.254006885,48,50000000,MACET,0
A242608,60,NEW,LAKI LAKI,37,MENIKAH,1,Rumah Dinas,SMA,Jayapura,Pegawai swasta,10,13609691,0.357363808,60,200000000,LANCAR,1
A233848,120,NEW,LAKI LAKI,41,MENIKAH,3,Milik Sendiri,SMA,Makassar,Pegawai BUMN,18,5309363.333,0.6,120,160000000,LANCAR,1
A94166,48,NEW,PEREMPUAN,25,TIDAK MENIKAH,0,Sewa,DIPLOMA,Jakarta 4,Pegawai swasta,3,4000000,0.3721045,48,50000000,LANCAR,1
A254711,24,NEW,LAKI LAKI,33,MENIKAH,1,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,5978994,0.258954098,24,25000000,MACET,0
A294261,7,TOP,LAKI LAKI,29,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,3,4345540,0.373532864,60,42500000,LANCAR,1
A50268,36,NEW,PEREMPUAN,45,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 3,Pegawai swasta,2,5297083,0.255360922,36,15000000,LANCAR,1
A56923,24,NEW,LAKI LAKI,35,MENIKAH,3,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,12,2641848,0.389012918,24,10000000,LANCAR,1
A293248,19,TOP,LAKI LAKI,32,MENIKAH,2,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,4,6000000,0.442446833,120,155500000,LANCAR,1
A302703,8,TOP,PEREMPUAN,26,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,3,2928336,0.424346455,60,40000000,LANCAR,1
A90629,12,NEW,PEREMPUAN,31,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,7,3057200,0.304572158,12,9500000,LANCAR,1
A256690,18,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Sewa,SMA,Balikpapan,Pegawai swasta,2,4507536,0.28949253,18,20000000,MACET,0
A259390,60,NEW,LAKI LAKI,34,MENIKAH,1,Milik Orang Tua,S1,Surabaya,Pegawai swasta,4,3489273,0.387664708,60,20000000,MACET,0
A143199,72,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,3,3000000,0.387230333,72,50000000,LANCAR,1
A237826,96,NEW,LAKI LAKI,39,MENIKAH,3,Milik Sendiri,SMA,Denpasar,Pegawai swasta,15,7553597,0.267162519,96,73000000,LANCAR,1
A255115,24,NEW,LAKI LAKI,31,TIDAK MENIKAH,0,Milik Orang Tua,S1,Balikpapan,Pegawai swasta,2,3621804,0.28375721,24,20000000,MACET,0
A37223,24,NEW,LAKI LAKI,35,MENIKAH,0,Milik Sendiri,SMA,Palembang,Pegawai swasta,12,2871308,0.253920165,24,15000000,LANCAR,1
A259932,24,NEW,PEREMPUAN,37,MENIKAH,1,Milik Sendiri,SMA,Surabaya,Pegawai swasta,16,2828388.333,0.6,24,20000000,MACET,0
A161769,24,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Milik Orang Tua,S2/S3,Jakarta 5,Pegawai swasta,7,5500000,0.17979,24,20000000,LANCAR,1
A252343,72,NEW,PEREMPUAN,35,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,4,2596818,0.298111766,72,23000000,MACET,0
A51272,60,NEW,LAKI LAKI,44,MENIKAH,1,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,14,5000000,0.283835,60,55000000,LANCAR,1
A201563,48,NEW,LAKI LAKI,39,MENIKAH,2,Milik Sendiri,SMA,Surabaya,Pegawai swasta,8,2630394,0.470890673,48,22500000,LANCAR,1
A69841,24,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 3,Pegawai swasta,4,3500000,0.274359429,24,10000000,LANCAR,1
A208524,60,NEW,PEREMPUAN,35,MENIKAH,2,Milik Sendiri,S1,Surabaya,Pegawai swasta,11,2566483,0.263525611,60,23000000,LANCAR,1
A10414,24,NEW,LAKI LAKI,34,TIDAK MENIKAH,0,Rumah Dinas,S1,Medan,Pegawai swasta,1,4846698,0.530109984,24,28000000,LANCAR,1
A243024,24,NEW,LAKI LAKI,47,MENIKAH,1,Milik Sendiri,SMA,Jayapura,Pegawai swasta,11,13239429,0.506606743,24,93000000,LANCAR,1
A307342,10,TOP,LAKI LAKI,46,MENIKAH,2,Milik Orang Tua,S1,Bandung,Pegawai swasta,18,4364920,0.44493851,96,104000000,LANCAR,1
A269179,48,NEW,LAKI LAKI,43,MENIKAH,0,Milik Sendiri,SMA,Surabaya,Pegawai swasta,2,3437000,0.433057317,48,34000000,LANCAR,1
A258657,36,NEW,LAKI LAKI,33,MENIKAH,2,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,6,2950473,0.510766579,36,20000000,MACET,0
A257481,48,NEW,LAKI LAKI,33,MENIKAH,3,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,6,8860554,0.24643809,48,75000000,MACET,0
A231424,60,NEW,LAKI LAKI,37,MENIKAH,4,Milik Orang Tua,SMA,Makassar,Pegawai swasta,12,5702350,0.237212377,60,50000000,LANCAR,1
A206451,60,NEW,LAKI LAKI,51,MENIKAH,1,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,22,5545041,0.453057245,60,100000000,LANCAR,1
A135792,30,NEW,PEREMPUAN,33,MENIKAH,1,Milik Sendiri,S1,Jakarta 5,PNS,2,8975516.667,0.6,30,134000000,LANCAR,1
A242469,120,NEW,LAKI LAKI,34,MENIKAH,2,Rumah Dinas,S1,Denpasar,Pegawai BUMN,9,14153554,0.191977435,120,175000000,LANCAR,1
A263056,60,NEW,LAKI LAKI,40,MENIKAH,0,Milik Sendiri,SMA,Palembang,Pegawai swasta,7,2565539,0.489609006,60,30000000,LANCAR,1
A155890,48,NEW,LAKI LAKI,42,MENIKAH,3,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,5,3275800,0.231080652,48,26000000,LANCAR,1
A74736,36,NEW,LAKI LAKI,39,MENIKAH,2,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,1,5714018,0.131868853,36,19500000,LANCAR,1
A253177,60,NEW,PEREMPUAN,42,MENIKAH,0,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,5,2948176,0.383373313,60,23000000,MACET,0
A247364,36,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Rumah Dinas,SMA,Jayapura,Pegawai swasta,3,6522229,0.288820432,36,40000000,LANCAR,1
A254283,24,NEW,LAKI LAKI,42,MENIKAH,4,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,3088707,0.359110786,24,18000000,MACET,0
A80713,120,NEW,LAKI LAKI,48,MENIKAH,5,Milik Sendiri,S2/S3,Jakarta 4,Pegawai swasta,25,7670620,0.3691566,120,195000000,LANCAR,1
A265529,60,NEW,LAKI LAKI,47,MENIKAH,3,Milik Sendiri,DIPLOMA,Jakarta 5,Pegawai BUMN,21,6930505,0.362487438,60,100000000,LANCAR,1
A115417,12,NEW,LAKI LAKI,48,MENIKAH,2,Milik Sendiri,S1,Balikpapan,Pegawai swasta,1,22200000,0.251658829,12,50000000,LANCAR,1
A298171,12,TOP,LAKI LAKI,31,TIDAK MENIKAH,0,Milik Sendiri,DIPLOMA,Balikpapan,Pegawai swasta,4,4952911,0.342299306,36,55500000,LANCAR,1
A147943,48,NEW,LAKI LAKI,46,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,9,3191343,0.255441675,48,25000000,LANCAR,1
A250092,96,NEW,LAKI LAKI,32,MENIKAH,0,Rumah Dinas,DIPLOMA,Medan,Pegawai swasta,4,2648411,0.380990337,96,50000000,MACET,0
A197318,60,NEW,PEREMPUAN,37,MENIKAH,3,Milik Sendiri,S1,Semarang,Pegawai BUMN,11,4262932,0.285226928,60,34000000,LANCAR,1
A291891,16,TOP,LAKI LAKI,47,MENIKAH,1,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,25,4222800,0.594918301,60,117000000,LANCAR,1
A34199,36,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Rumah Dinas,S1,Palembang,Pegawai swasta,1,4978175,0.302721981,36,39000000,LANCAR,1
A24797,24,NEW,LAKI LAKI,37,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Medan,Pegawai swasta,2,5481278,0.281242805,24,30000000,LANCAR,1
A253746,36,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,4,5794139,0.256800018,36,30000000,MACET,0
A253200,60,NEW,LAKI LAKI,40,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,10,5000000,0.2705336,60,16500000,MACET,0
A251826,48,NEW,LAKI LAKI,32,MENIKAH,0,Milik Sendiri,DIPLOMA,Palembang,Pegawai swasta,1,2361690,0.6,48,30000000,MACET,0
A249443,36,NEW,LAKI LAKI,38,MENIKAH,1,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,6,2627044,0.21511859,36,15000000,MACET,0
A119718,24,NEW,LAKI LAKI,23,MENIKAH,1,Milik Orang Tua,DIPLOMA,Balikpapan,Pegawai swasta,3,4353615,0.346149809,24,25000000,LANCAR,1
A293396,10,TOP,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,4,3536055,0.342421993,96,63000000,LANCAR,1
A173899,36,NEW,PEREMPUAN,27,TIDAK MENIKAH,0,Milik Sendiri,SMA,Bandung,Pegawai swasta,2,4895772,0.36666393,36,50000000,LANCAR,1
A249809,36,NEW,PEREMPUAN,29,TIDAK MENIKAH,0,Sewa,SMA,Medan,Pegawai swasta,5,3223367,0.350643287,36,25000000,MACET,0
A252407,42,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,3,3385813,0.333819972,42,26500000,MACET,0
A72007,36,NEW,LAKI LAKI,35,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,1,9518804,0.383763969,36,54000000,LANCAR,1
A248784,18,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Sendiri,SMA,Medan,Pegawai swasta,3,5297306.667,0.6,18,18000000,MACET,0
A260509,96,NEW,LAKI LAKI,31,TIDAK MENIKAH,0,Rumah Dinas,SMA,Denpasar,Pegawai swasta,1,5213593,0.355393871,96,100000000,MACET,0
A51217,24,NEW,PEREMPUAN,47,MENIKAH,3,Sewa,SMA,Jakarta 3,Pegawai swasta,10,2660182,0.386331837,24,15500000,LANCAR,1
A126360,24,NEW,LAKI LAKI,41,MENIKAH,2,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,13,10658463,0.139840519,24,30000000,LANCAR,1
A250630,36,NEW,LAKI LAKI,40,TIDAK MENIKAH,0,Milik Sendiri,SMA,Medan,Pegawai swasta,2,2625141,0.358791014,36,20000000,MACET,0
